PeopleID	FullName	WikipediaURL	VIAFURL	KnowledgeNetwork	SocialNetwork	ProfessionalNetwork	ReligiousNetwork	Gender	Nationality
silvaferna023755	Fernando de Silva y Álvarez de Toledo, duque de Alba		http://viaf.org/34845916/		Military, Elite, Government			Male	Spanish
silvajose0003814	José da Silva Carvalho		http://viaf.org/99283043/					Male	Portuguese
silveabrah024669	Abraham Jacques Silvestre					Legal		Male	French
silvejeana003154	Jean Antoine Silvestre							Male	Swiss
silvepeter024970	Peter Silvester							Male	American
simcojohng004928	John Graves Simcoe	http://en.wikipedia.org/wiki/John_Graves_Simcoe	http://viaf.org/18150751/		Military, Government			Male	English
simolivanm003998	Ivan Matveyevich Simolin							Male	Russian
simon00000023105	M. — Simon					Trade-merchant		Male	French
simon00000024189	M. — Simon							Male	unknown
simonnetde024145	— Simonnet de Lysle							Male	French
simonricha003157	Richard Simon	http://en.wikipedia.org/wiki/Richard_Simon	http://viaf.org/12332566/	Letters_Antiquarian				Male	French
simpswilli025533	Dr William Simpson			Sciences_Natural		Medical		Male	English
simsorober003158	Robert Simson	http://en.wikipedia.org/wiki/Robert_Simson	http://viaf.org/61632691/	Sciences_Mathematical		Academic		Male	Scottish
sincljohn0003159	Sir John Sinclair, 1st baronet			Letters_Literary, Sciences_Natural		Gardening-farming		Male	Scottish
sinnejohan003160	Johann Rudolf Sinner		http://viaf.org/49276926/	Letters_Literary, Letters_Antiquarian		Cultural		Male	Swiss
sinsabenoi003161	Benoît Sinsart		http://viaf.org/27410239/	Letters_Religious			Clergy	Male	French
sirejjeanl023104	Jean Louis Sirejean Du Reclus					Legal		Male	French
sireuil000003162	— Sireuil			Letters_Literary		Artist		Male	French
sirvejeann003163	Jeanne Sirven					Legal		Female	French
sirvepierr003164	Pierre Paul Sirven	http://en.wikipedia.org/wiki/Pierre-Paul_Sirven	http://viaf.org/20478964/			Legal		Male	French
sissopierr003165	Pierre Louis Sissous		http://viaf.org/4836320/					Male	French
sjc0000000023142	J. C. S.							Male	unknown
skandioann003999	Ioannis Skandilides							Male	Greek
skeffjohn0025535	John Skeffington, 2nd Viscount Massereene				Elite, Government			Male	Irish
skeneandre003166	Andrew Skene					Medical		Male	Scottish
skenedavid003167	David Skene			Sciences_Natural, Sciences		Medical		Male	Scottish
sl00000000005428	L. S. [possibly Laurence Sulivan or Luke Scrafton]							Male	Irish
sladewilli005686	William Slade of Deptford							Male	English
sladumatth004865	Mattheus Sladus		http://viaf.org/246732233/			Medical		Male	English
sleigwilli005264	William Sleigh					Legal		Male	English
sloanhans0003176	Sir Hans Sloane	http://en.wikipedia.org/wiki/Hans_Sloane	http://viaf.org/77959/	Collector		Medical		Male	Irish
sluserenef004555	René François de Sluse	http://en.wikipedia.org/wiki/René_François_Walter_de_Sluse	http://viaf.org/57760529/	Sciences_Mathematical			Clergy	Male	Belgian
small00000024738	Mr — Small					Legal		Male	English
smalrgeorg003707	George Smalridge, bishop of Bristol	http://en.wikipedia.org/wiki/George_Smalridge	http://viaf.org/32342688/				Clergy	Male	English
smartchris004331	Christopher Smart	http://en.wikipedia.org/wiki/Christopher_Smart	http://viaf.org/51703197/	Letters_Literary		Artist		Male	English
smedljonat005381	Jonathan Smedley	http://en.wikipedia.org/wiki/Jonathan_Smedley	http://viaf.org/37315069/	Letters_Literary			Clergy	Male	Irish
smirnyakov004000	Yakov Ivanovich Smirnov						Clergy	Male	Russian
smith00000023888	Mr — Smith							Male	Scottish
smithadam0003178	Adam Smith	http://en.wikipedia.org/wiki/Adam_Smith	http://viaf.org/49231791/	Letters_Philosophical, Political economy	Government			Male	Scottish
smithadam0024268	Adam Smith							Male	Scottish
smithann00025011	Ann Smith					Publishing		Female	English
smithantho025411	Anthony Smith					Medical		Male	English
smithcharl017190	Charlotte Smith	http://en.wikipedia.org/wiki/Charlotte_Turner_Smith	http://viaf.org/39513727/	Letters_Literary		Artist		Female	English
smithcharl025105	Charles Hamilton Smith	http://en.wikipedia.org/wiki/Charles_Hamilton_Smith	http://viaf.org/88083911/	Sciences_Natural				Male	English
smithezeki025718	Ezekiel Smith			Letters_Literary, Sciences_Medical				Male	English
smithfrede017196	Frederick Smith		http://viaf.org/256466310/	Letters_Religious				Male	English
smithhumfr004866	Rev. Humfry Smith						Clergy	Male	English
smithjohn0003180	John Smith			Sciences_Mathematical				Male	Scottish
smithjohn0017204	John Smith de Burgh, 11th earl of Clanricarde	http://en.wikipedia.org/wiki/John_Smith_de_Burgh,_11th_Earl_of_Clanricarde	http://viaf.org/78650313/	Letters_Antiquarian	Elite			Male	Irish
smithjohna004001	John Adams Smith							Male	American
smithmarga003183	Margaret Smith			Letters_Philosophical				Female	Scottish
smithp0000025719	P. Smith							Male	American
smithrabsy004867	Rabsy Smithsby				Elite			Female	English
smithrober017233	Robert Smith	http://en.wikipedia.org/wiki/Robert_Smith,_1st_Baron_Carrington	http://viaf.org/26155782/	Sciences_Mathematical		Finance-banking		Male	English
smithrober023887	Robert Smith	http://en.wikipedia.org/wiki/Robert_Smith_(mathematician)	http://viaf.org/22430164/	Sciences_Mathematical				Male	English
smithsamue003185	Samuel Smith					Academic		Male	English
smithsamue024562	Samuel Stanhope Smith	http://en.wikipedia.org/wiki/Samuel_Stanhope_Smith	http://viaf.org/76492861/			Academic	Clergy	Male	American
smithsydne003186	Sydney Smith	http://en.wikipedia.org/wiki/Sydney_Smith	http://viaf.org/13103803/	Letters_Literary				Male	English
smiththoma003187	Thomas Smith					Other, Trade-merchant		Male	English
smiththoma025440	Rev. Thomas Smith			Letters_Antiquarian		Academic		Male	English
smithwilli003189	William Smith		http://viaf.org/18626897/					Male	Scottish
smithwilli003190	William Stephens Smith	http://en.wikipedia.org/wiki/William_Stephens_Smith	http://viaf.org/41698390/	Political economy	Military, Government			Male	American
smithwilli024919	William Smith	http://en.wikipedia.org/wiki/William_Smith_(chief_justice)	http://viaf.org/7431514/	Sciences_Natural	Military, Elite, Government	Other, Trade-merchant, Planter		Male	American
smithwilli024920	William Smith	http://en.wikipedia.org/wiki/William_Smith_(South_Carolina_representative)	http://viaf.org/71187776/					Male	American
smithwilli024973	William Smith	http://en.wikipedia.org/wiki/William_Stephens_Smith	http://viaf.org/41698390/					Male	American
smithwilli025244	William Smith	http://en.wikipedia.org/wiki/William_Smith_(geologist)	http://viaf.org/120733532/					Male	English
smolltobia004651	Tobias Smollett	http://en.wikipedia.org/wiki/Tobias_Smollett	http://viaf.org/68935985/	Letters_Literary				Male	Scottish
smythboyle025250	Boyle Smyth				Elite, Government			Male	Irish
smythjohn0025284	Captain John Smyth					Domestic		Male	Irish
smyththoma005265	Thomas Smyth					Trade-merchant, Finance-banking		Male	English
snapeandre005615	Rev. Andrew Snape					Academic		Male	English
sneydmary0003192	Mary Sneyd							Female	Irish
snowjohn00005382	John Snow							Male	English
snowmatth0005383	Matthew Snow					Legal		Male	English
snowthoma0024407	Thomas Snow					Artisan, Finance-banking		Male	English
snydesimon004002	Simon Snyder	http://en.wikipedia.org/wiki/Simon_Snyder	http://viaf.org/21263317/					Male	American
sociedadpa024285	Sociedad Patriotica de Amigos de la Cruz de Malta			Political economy				Group	Spanish
societeaca024284	Société académique d’écriture			Political economy				Group	French
societedes024838	Société des Jacobins			Political economy				Group	French
societerou024459	Société Rousseau					Trade-merchant		Group	Swiss
societyfor024282	Society for the Propagation of the Gospel						Clergy	Group	English
societyfor024839	Society for the Encouragement of Arts, Manufactures and Commerce					Cultural		Group	English
societyunn024753	[unnamed] society							Group	English
socket0000004199	Mrs — Socket					Trade-merchant		Female	English
sohlenthal003708	Baron Henrik Frederick von Sohlenthal							Male	Danish
solarignaz003198	Ignazio Solaro di Moretta, marchese del Borgo							Male	Italian
solarrober003197	Roberto Ignazio Solaro di Breglio				Court, Elite, Government			Male	Italian
soldner000003070	— Söldner							Male	German
solomon000024674	Mr — Solomon							Male	unknown
somerjames005571	Sir James Somerville, baronet				Elite, Government			Male	Irish
somerjohn0003199	John Somers, 1st Baron Somers	http://en.wikipedia.org/wiki/John_Somers,_1st_Baron_Somers	http://viaf.org/46796537/			Legal		Male	English
sonnegottf025585	Gottfried von Sonnenberg			Sciences_Natural				Male	German
sonnematth024259	Mattheus Sonnemans							Male	Dutch
sophiadoro002690	Sophia Dorothea, queen in Prussia				Elite, Government			Female	German
sorbisamue004579	Samuel Sorbière	http://en.wikipedia.org/wiki/Samuel_de_Sorbiere	http://viaf.org/46767474/	Sciences_Mathematical, Sciences		Academic, Medical		Male	French
soretjean0024456	Jean Soret			Letters_Literary		Legal, Cultural		Male	French
souchrene0023899	René Souchu de Rennefort					Legal		Male	French
soulajeanl023101	Jean Louis Giraud Soulavie		http://viaf.org/46798589/	Letters_Literary, Political economy	Government			Male	French
soulletien023100	Étienne Soullier							Male	unknown
sourgel000023099	Mme — de Sourgel							Female	unknown
southconst024799	Constant Southworth		http://viaf.org/63184897/		Government			Male	American
southedwar003709	Edward Southwell	http://en.wikipedia.org/wiki/Edward_Southwell_(1671–1730)	http://viaf.org/45763258/		Elite, Government			Male	English
southrober004868	Robert South	http://en.wikipedia.org/wiki/Robert_South	http://viaf.org/120725861/	Letters_Religious			Clergy	Male	English
southrober005572	Sir Robert Southwell	http://en.wikipedia.org/wiki/Robert_Southwell_(diplomat)	http://viaf.org/51758315/		Government			Male	Irish
southrober025428	Robert Southwell				Government			Male	Irish
sowtejohn0004869	John Sowter							Male	English?
spadejohn0024454	Rev. John Spademan						Protest_Non-Anglican	Male	English
spaincorte024384	Cortes of Spain							Group	Spanish
spaldjohn0025658	Rev. John Spalding						Clergy	Male	Scottish
spalllazza003204	Lazzaro Spallanzani	http://en.wikipedia.org/wiki/Lazzaro_Spallanzani	http://viaf.org/7405452/	Sciences_Natural, Sciences				Male	Italian
spanhezech025586	Ezechiel von Spanheim		http://viaf.org/22269855/	Letters_Antiquarian				Male	Swiss
spannwille025362	Willem Spannut					Medical		Male	French
speedhenri004369	Henrietta de Viry, comtesse de Viry				Government			Female	English
spenccharl005328	Charles Spencer, 3rd earl of Sunderland	http://en.wikipedia.org/wiki/Charles_Spencer,_3rd_Earl_of_Sunderland	http://viaf.org/23471562/		Elite			Male	English
spencgeorg003208	George John Spencer, 2nd Earl Spencer	http://en.wikipedia.org/wiki/George_Spencer,_2nd_Earl_Spencer	http://viaf.org/17584030/	Letters_Literary, Collector				Male	English
spencjohn0004003	John Spencer, 1st Earl Spencer	http://en.wikipedia.org/wiki/John_Spencer,_1st_Earl_Spencer	http://viaf.org/43873805/	Collector	Elite			Male	English
spencjohnc003210	John Charles Spencer, 3rd Earl Spencer		http://viaf.org/74653340/	Sciences_Natural		Gardening-farming		Male	English
spencjosep003207	Joseph Spence	http://en.wikipedia.org/wiki/Joseph_Spence_(author)	http://viaf.org/56625623/	Letters_Literary		Artist	Clergy	Male	English
spencmirab005690	Mirabella Spence						Clergy	Female	English
spensgeorg004870	George Spens							Male	Scottish?
sponjacob0025721	Dr Jacob Spon	http://en.wikipedia.org/wiki/Jacob_Spon	http://viaf.org/49290079/	Letters_Literary, Letters_Antiquarian		Medical	Protestant_Non-Anglican_Calvinist	Male	French
spottjohn0003211	John Spottiswoode				Elite	Legal		Male	Scottish
spottjohn0024295	John Spottiswoode		http://viaf.org/48539135/					Male	Scottish
spranedwar004871	Edward Spranger					Legal		Male	English
spreajohn0003212	John Spreat					Domestic		Male	English
staelannel003218	Anne Louise Germaine de Staël, Baroness Staël von Holstein	http://en.wikipedia.org/wiki/Germaine_de_Staël	http://viaf.org/89204033/	Letters_Literary	Elite			Female	French
staelerikm024539	Baron Erik Magnus Staël von Holstein	http://en.wikipedia.org/wiki/Erik_Magnus_Staël_von_Holstein	http://viaf.org/76326211/		Court, Government			Male	Swedish
staffelect024793	electors of the borough of Stafford							Group	English
staffhugh0004246	Hugh Stafford							Male	English
staffsuppo024840	supporter of the borough of Stafford							Male	English?
staffsuppo024841	supporters of the borough of Stafford							Group	English
stalbstewa025309	steward of Stalbridge					Domestic		Male	English
stancjames004247	James Stancliffe					Trade-merchant		Male	English
stanfeliza005439	Elizabeth Stanfield						Clergy	Female	English
stanharthu005305	Arthur Charles Stanhope							Male	English
stanhcharl002444	Charles Stanhope, 3rd Earl Stanhope	http://en.wikipedia.org/wiki/Charles_Stanhope,_3rd_Earl_Stanhope	http://viaf.org/7382080/			Other		Male	English
stanheugen005306	Mrs Eugenia Stanhope				Elite			Female	English
stanhgrize004652	Grizel Stanhope, Countess Stanhope		http://viaf.org/9463682/					Female	English
stanhjames003665	James Stanhope, 1st Earl Stanhope	http://en.wikipedia.org/wiki/James_Stanhope,_1st_Earl_Stanhope	http://viaf.org/62320319/		Military, Government			Male	English
stanhleice004006	Leicester Stanhope	http://en.wikipedia.org/wiki/Leicester_Stanhope,_5th_Earl_of_Harrington	http://viaf.org/30388913/		Military			Male	Irish
stanhlovel025092	Lovell Stanhope					Legal		Male	English
stanhphili003223	Philip Dormer Stanhope, 4th earl of Chesterfield		http://viaf.org/73862914/	Letters	Elite, Government			Male	English
stanhphili005694	Philip Stanhope	http://en.wikipedia.org/wiki/Philip_Stanhope_(diplomat)	http://viaf.org/13244765/					Male	English
stanhphili005695	Philip Stanhope, 5th earl of Chesterfield	http://en.wikipedia.org/wiki/Philip_Stanhope,_5th_Earl_of_Chesterfield	http://viaf.org/73805376/		Elite, Court			Male	English
stanhphili024071	Philip Stanhope, 2nd Earl Stanhope							Male	English
stanhwilli003710	William Stanhope, 1st earl of Harrington							Male	English
stanhwilli024329	Sir William Stanhope		http://viaf.org/26626199/					Male	English
stanislasi002335	Stanislas I, king of Poland	http://en.wikipedia.org/wiki/Stanisław_Leszczyński	http://viaf.org/89578582/	Collector	Elite, Government			Male	Polish
stanislasi002866	Stanislas II, king of Poland	http://en.wikipedia.org/wiki/Stanisław_August_Poniatowski	http://viaf.org/26221/		Elite, Government			Male	Polish
stanledwar005752	Edward Stanley				Government			Male	English
stanlhans0003225	Hans Stanley			Letters	Elite, Government			Male	English
stanljohn0004872	Sir John Stanley							Male	English
stanneaton005574	Eaton Stannard					Legal		Male	Irish
stansjames025722	James Stansfield							Male	English
stanyabrah003711	Abraham Stanyan	http://en.wikipedia.org/wiki/Abraham_Stanyan	http://viaf.org/17573224/		Government			Male	English
stanytempl003712	Temple Stanyan		http://viaf.org/33200802/	Letters_Literary	Government			Male	English
starkgeorg025255	George Starkey			Sciences_Natural				Male	Scottish
staungeorg004007	Sir George Leonard Staunton		http://viaf.org/12561453/			Medical		Male	Irish
staunthoma005575	Thomas Staunton					Legal		Male	Irish
stearjohn0005576	John Stearne, bishop of Clogher				Elite		Clergy	Male	Irish
stebbsamue003713	Samuel Stebbing		http://viaf.org/47149014/	Letters_Antiquarian	Government			Male	English
stedicurtb024540	Greve Curt Bogislaus Ludvig Christoffer von Stedingk							Male	Swedish
stedman000003227	Dr John Stedman			Letters_Literary		Medical		Male	Scottish
steeleugen005385	Eugene Steele							Male	English
steelmary0005386	Lady Mary Steele							Female	English
steelmary0024257	Mary Steele			Letters_Literary				Female	English
steelricha003714	Richard Steele	http://en.wikipedia.org/wiki/Richard_Steele	http://viaf.org/22167754/	Letters_Literary		Cultural		Male	Irish
steevarthu003715	Rev. Arthur Steevens						Clergy	Male	English
steevgeorg004112	George Steevens	http://en.wikipedia.org/wiki/George_Steevens	http://viaf.org/24751220/	Letters_Literary, Letters_Antiquarian				Male	English
steigjohan025587	Dr Johann Georg Steigerthal					Medical		Male	German
steignikla003228	Niklaus Friedrich Steiger, baron de Montricher				Elite, Government	Legal		Male	Swiss
stephadam0024638	Adam Stephen		http://viaf.org/8186594/		Military, Elite	Planter, Finance-banking		Male	American
stephsimon003232	Simon Stephenson						Clergy	Male	English
stepngeorg024078	George Stepney	http://en.wikipedia.org/wiki/George_Stepney	http://viaf.org/69144805/	Letters_Literary	Government	Artist		Male	English
stepnthoma024464	Sir Thomas Stepney, baronet				Court			Male	English
sterneliza024106	Elizabeth Sterne			Letters_Literary				Female	English
sternjacqu005442	Jacques Sterne		http://viaf.org/49103081/				Clergy	Male	English
sternlaure004332	Laurence Sterne	http://en.wikipedia.org/wiki/Laurence_Sterne	http://viaf.org/61552699/	Letters_Literary		Artist	Clergy	Male	Irish
steuacharl024563	Charles Steuart				Government	Trade-merchant		Male	Scottish
steuadavid004008	David Steuart							Male	Scottish?
steubfrede024991	Frederick William von Steuben	http://en.wikipedia.org/wiki/Friedrich_Wilhelm_von_Steuben	http://viaf.org/56927823/					Male	American
steveedwar024800	Edward Stevens				Military, Elite, Government	Planter		Male	American
stewacharl024801	Charles Stewart	http://en.wikipedia.org/wiki/Charles_Stewart_(1729–1800)	http://viaf.org/12176121/		Military	Gardening-farming		Male	American
stewadugal003237	Dugald Stewart	http://en.wikipedia.org/wiki/Dugald_Stewart	http://viaf.org/27111748/	Letters_Antiquarian				Male	Scottish
stewajohn0003241	John Stewart		http://viaf.org/9838585/			Academic		Male	Scottish
stewarober024622	Robert Stewart, Viscount Castlereagh	http://en.wikipedia.org/wiki/Robert_Stewart,_Viscount_Castlereagh	http://viaf.org/15560591/		Government			Male	Irish
stewart000004641	Mrs — Stewart							Female	Scottish?
stewawilli005536	William Stewart, 1st earl of Blessington				Elite			Male	Irish
steynpiete004522	Pieter Steyn		http://viaf.org/268950251/					Male	Dutch
stileezra0003244	Ezra Stiles	http://en.wikipedia.org/wiki/Ezra_Stiles	http://viaf.org/24971966/			Academic	Clergy	Male	American
